User_ID,Timestamp,Location_ID
U0285,2026-01-01 08:15:12,Dorms
U0566,2026-01-01 08:15:24,Dorms
U0803,2026-01-01 08:15:32,Dorms
U0930,2026-01-01 08:15:33,Dorms
U0172,2026-01-01 08:15:34,Dorms
U0465,2026-01-01 08:15:35,Dorms
U0006,2026-01-01 08:15:46,Dorms
U0743,2026-01-01 08:15:49,Dorms
U0479,2026-01-01 08:15:58,Dorms
U0825,2026-01-01 08:16:00,CS_Building
U0876,2026-01-01 08:16:43,Student_Center
U0527,2026-01-01 08:16:54,Dorms
U0011,2026-01-01 08:17:22,Dorms
U0082,2026-01-01 08:17:40,Dorms
U0577,2026-01-01 08:17:52,Dorms
U0453,2026-01-01 08:18:05,Library
U0796,2026-01-01 08:18:36,Dorms
U0918,2026-01-01 08:18:36,Math_Building
U0025,2026-01-01 08:18:39,Dorms
U0462,2026-01-01 08:19:03,Dorms
U0054,2026-01-01 08:19:22,Math_Building
U0387,2026-01-01 08:20:35,Dorms
U0840,2026-01-01 08:20:52,Dorms
U0160,2026-01-01 08:20:53,Dorms
U0472,2026-01-01 08:20:58,Dorms
U0219,2026-01-01 08:21:48,Dorms
U0607,2026-01-01 08:22:15,Cafeteria
U0716,2026-01-01 08:22:34,Dorms
U0643,2026-01-01 08:22:46,Dorms
U0209,2026-01-01 08:23:10,Dorms
U0231,2026-01-01 08:23:11,CS_Building
U0548,2026-01-01 08:23:25,Dorms
U0707,2026-01-01 08:23:31,Dorms
U0228,2026-01-01 08:23:50,Cafeteria
U0087,2026-01-01 08:24:33,Dorms
U0057,2026-01-01 08:24:33,Dorms
U0866,2026-01-01 08:24:36,Dorms
U0786,2026-01-01 08:24:45,Gym
U0483,2026-01-01 08:24:51,Library
U0478,2026-01-01 08:25:25,Dorms
U0596,2026-01-01 08:25:26,Dorms
U0846,2026-01-01 08:25:31,Math_Building
U0717,2026-01-01 08:25:39,Math_Building
U0223,2026-01-01 08:25:40,Dorms
U0509,2026-01-01 08:25:43,Dorms
U0775,2026-01-01 08:26:01,CS_Building
U0389,2026-01-01 08:26:16,Library
U0696,2026-01-01 08:26:19,Dorms
U0491,2026-01-01 08:26:26,Library
U0637,2026-01-01 08:26:26,Dorms
U0455,2026-01-01 08:26:49,Dorms
U0459,2026-01-01 08:27:03,Dorms
U0747,2026-01-01 08:27:26,Math_Building
U0018,2026-01-01 08:27:31,CS_Building
U0781,2026-01-01 08:27:36,CS_Building
U0001,2026-01-01 08:27:40,Dorms
U0059,2026-01-01 08:27:57,Dorms
U0568,2026-01-01 08:28:03,Gym
U0594,2026-01-01 08:28:20,Library
U0604,2026-01-01 08:28:36,Math_Building
U0180,2026-01-01 08:28:37,Dorms
U0873,2026-01-01 08:28:54,Cafeteria
U0640,2026-01-01 08:29:19,Dorms
U0050,2026-01-01 08:29:53,CS_Building
U0896,2026-01-01 08:29:55,Library
U0408,2026-01-01 08:30:23,Dorms
U0172,2026-01-01 08:30:29,Math_Building
U0803,2026-01-01 08:30:33,Cafeteria
U0787,2026-01-01 08:30:57,Dorms
U0183,2026-01-01 08:31:09,Dorms
U0525,2026-01-01 08:31:22,Library
U0474,2026-01-01 08:31:31,Dorms
U0132,2026-01-01 08:31:38,Math_Building
U0380,2026-01-01 08:31:55,Dorms
U0908,2026-01-01 08:31:55,Dorms
U0813,2026-01-01 08:31:57,Library
U0587,2026-01-01 08:32:08,Dorms
U0527,2026-01-01 08:32:12,CS_Building
U0454,2026-01-01 08:32:18,Cafeteria
U0753,2026-01-01 08:32:30,Dorms
U0991,2026-01-01 08:32:31,Dorms
U0480,2026-01-01 08:32:38,Cafeteria
U0611,2026-01-01 08:32:40,Library
U0876,2026-01-01 08:32:42,Dorms
U0608,2026-01-01 08:32:46,Dorms
U0315,2026-01-01 08:33:03,CS_Building
U0654,2026-01-01 08:33:03,Dorms
U0236,2026-01-01 08:33:14,Dorms
U0871,2026-01-01 08:33:29,Dorms
U0110,2026-01-01 08:33:34,Dorms
U0472,2026-01-01 08:33:35,Cafeteria
U0777,2026-01-01 08:33:48,Cafeteria
U0037,2026-01-01 08:34:02,Dorms
U0185,2026-01-01 08:34:07,Cafeteria
U0641,2026-01-01 08:34:17,Dorms
U0239,2026-01-01 08:34:46,CS_Building
U0347,2026-01-01 08:34:49,Dorms
U0918,2026-01-01 08:35:10,Library
U0837,2026-01-01 08:35:27,Dorms
U0636,2026-01-01 08:35:40,Dorms
U0638,2026-01-01 08:35:57,Cafeteria
U0922,2026-01-01 08:36:00,CS_Building
U0678,2026-01-01 08:36:04,Library
U0846,2026-01-01 08:36:33,Student_Center
U0929,2026-01-01 08:36:36,Math_Building
U0858,2026-01-01 08:36:37,Dorms
U0596,2026-01-01 08:37:03,Math_Building
U0743,2026-01-01 08:37:17,Cafeteria
U0118,2026-01-01 08:37:51,Dorms
U0819,2026-01-01 08:38:06,Dorms
U0308,2026-01-01 08:38:18,Cafeteria
U0566,2026-01-01 08:38:35,Cafeteria
U0502,2026-01-01 08:38:54,Dorms
U0977,2026-01-01 08:39:04,Dorms
U0215,2026-01-01 08:39:35,Dorms
U0681,2026-01-01 08:40:03,Library
U0175,2026-01-01 08:40:11,Dorms
U0011,2026-01-01 08:40:29,Library
U0961,2026-01-01 08:40:56,Cafeteria
U0966,2026-01-01 08:41:10,Dorms
U0950,2026-01-01 08:41:12,Dorms
U0008,2026-01-01 08:41:13,CS_Building
U0377,2026-01-01 08:41:16,Dorms
U0677,2026-01-01 08:41:36,Dorms
U0165,2026-01-01 08:41:44,Library
U0982,2026-01-01 08:41:52,Dorms
U0387,2026-01-01 08:42:10,CS_Building
U0768,2026-01-01 08:42:14,Dorms
U0283,2026-01-01 08:42:19,Math_Building
U0396,2026-01-01 08:42:22,CS_Building
U0840,2026-01-01 08:42:25,Cafeteria
U0801,2026-01-01 08:42:25,Library
U0035,2026-01-01 08:42:32,Cafeteria
U0491,2026-01-01 08:42:42,Student_Center
U0424,2026-01-01 08:42:43,Dorms
U0219,2026-01-01 08:42:58,Cafeteria
U0799,2026-01-01 08:42:59,Dorms
U0132,2026-01-01 08:43:01,Cafeteria
U0371,2026-01-01 08:43:09,CS_Building
U0598,2026-01-01 08:43:12,Cafeteria
U0525,2026-01-01 08:43:13,Student_Center
U0630,2026-01-01 08:43:34,Dorms
U0577,2026-01-01 08:43:35,CS_Building
U0432,2026-01-01 08:43:43,Dorms
U0390,2026-01-01 08:43:49,Math_Building
U0757,2026-01-01 08:43:59,Dorms
U0111,2026-01-01 08:44:08,Dorms
U0991,2026-01-01 08:44:09,Cafeteria
U0057,2026-01-01 08:44:13,Cafeteria
U0496,2026-01-01 08:44:15,Dorms
U0654,2026-01-01 08:44:18,Cafeteria
U0094,2026-01-01 08:44:23,Dorms
U0474,2026-01-01 08:44:28,CS_Building
U0894,2026-01-01 08:44:58,Library
U0465,2026-01-01 08:45:16,Cafeteria
U0793,2026-01-01 08:45:18,Dorms
U0573,2026-01-01 08:45:27,Dorms
U0006,2026-01-01 08:45:41,CS_Building
U0272,2026-01-01 08:45:52,Dorms
U0884,2026-01-01 08:45:58,Dorms
U0674,2026-01-01 08:46:00,Dorms
U0859,2026-01-01 08:46:21,Library
U0883,2026-01-01 08:46:38,Dorms
U0326,2026-01-01 08:46:43,Dorms
U0024,2026-01-01 08:46:58,Gym
U0825,2026-01-01 08:46:59,Library
U0640,2026-01-01 08:47:03,CS_Building
U0512,2026-01-01 08:47:04,Dorms
U0369,2026-01-01 08:47:14,Dorms
U0329,2026-01-01 08:47:19,Dorms
U0813,2026-01-01 08:47:25,Cafeteria
U0252,2026-01-01 08:47:37,Dorms
U0744,2026-01-01 08:47:55,Cafeteria
U0896,2026-01-01 08:48:07,Student_Center
U0307,2026-01-01 08:48:17,Dorms
U0240,2026-01-01 08:48:26,Dorms
U0911,2026-01-01 08:48:54,Dorms
U0087,2026-01-01 08:48:56,Cafeteria
U0846,2026-01-01 08:49:05,Dorms
U0610,2026-01-01 08:49:11,Dorms
U0141,2026-01-01 08:49:23,Dorms
U0816,2026-01-01 08:49:38,Dorms
U0241,2026-01-01 08:49:49,Dorms
U0407,2026-01-01 08:49:52,Dorms
U0611,2026-01-01 08:49:55,Dorms
U0921,2026-01-01 08:49:55,Cafeteria
U0695,2026-01-01 08:50:46,Library
U0455,2026-01-01 08:50:47,Math_Building
U0255,2026-01-01 08:50:52,Dorms
U0756,2026-01-01 08:51:01,Dorms
U0803,2026-01-01 08:51:01,Library
U0690,2026-01-01 08:51:03,Dorms
U0467,2026-01-01 08:51:05,CS_Building
U0743,2026-01-01 08:51:10,Math_Building
U0717,2026-01-01 08:51:11,Dorms
U0209,2026-01-01 08:51:18,Math_Building
U0725,2026-01-01 08:51:23,Student_Center
U0227,2026-01-01 08:51:23,Library
U0804,2026-01-01 08:51:34,Dorms
U0833,2026-01-01 08:52:00,Dorms
U0050,2026-01-01 08:52:12,Student_Center
U0715,2026-01-01 08:52:13,Dorms
U0284,2026-01-01 08:52:20,Dorms
U0314,2026-01-01 08:52:22,Dorms
U0165,2026-01-01 08:52:26,Dorms
U0858,2026-01-01 08:52:29,Cafeteria
U0775,2026-01-01 08:52:35,Library
U0266,2026-01-01 08:52:39,Math_Building
U0515,2026-01-01 08:52:42,Dorms
U0939,2026-01-01 08:53:01,Dorms
U0875,2026-01-01 08:53:02,Cafeteria
U0671,2026-01-01 08:53:12,Dorms
U0653,2026-01-01 08:53:13,Library
U0264,2026-01-01 08:53:27,Dorms
U0681,2026-01-01 08:53:28,Dorms
U0180,2026-01-01 08:53:39,Cafeteria
U0766,2026-01-01 08:53:44,Dorms
U0096,2026-01-01 08:53:45,Cafeteria
U0616,2026-01-01 08:53:52,Dorms
U0724,2026-01-01 08:53:55,Dorms
U0577,2026-01-01 08:53:55,Dorms
U0704,2026-01-01 08:53:56,Dorms
U0082,2026-01-01 08:54:24,Math_Building
U0986,2026-01-01 08:54:37,Dorms
U0197,2026-01-01 08:54:42,Dorms
U0480,2026-01-01 08:54:44,Student_Center
U0874,2026-01-01 08:54:53,Dorms
U0863,2026-01-01 08:54:54,Cafeteria
U0014,2026-01-01 08:55:15,Cafeteria
U0432,2026-01-01 08:55:19,Cafeteria
U0679,2026-01-01 08:55:31,Math_Building
U0548,2026-01-01 08:55:46,Cafeteria
U0250,2026-01-01 08:55:48,Student_Center
U0781,2026-01-01 08:56:06,Student_Center
U0450,2026-01-01 08:56:10,Dorms
U0079,2026-01-01 08:56:15,Dorms
U0574,2026-01-01 08:56:17,Gym
U0375,2026-01-01 08:56:23,Dorms
U0257,2026-01-01 08:56:24,Dorms
U0777,2026-01-01 08:56:53,Student_Center
U0707,2026-01-01 08:57:02,Cafeteria
U0973,2026-01-01 08:57:14,Dorms
U0930,2026-01-01 08:57:36,Cafeteria
U0176,2026-01-01 08:57:52,Dorms
U0069,2026-01-01 08:58:00,Library
U0052,2026-01-01 08:58:11,Dorms
U0793,2026-01-01 08:58:11,Cafeteria
U0166,2026-01-01 08:58:15,CS_Building
U0894,2026-01-01 08:58:33,Gym
U0054,2026-01-01 08:58:44,Student_Center
U0554,2026-01-01 08:58:56,Dorms
U0414,2026-01-01 08:59:04,Dorms
U0463,2026-01-01 08:59:07,Dorms
U0274,2026-01-01 08:59:20,Student_Center
U0404,2026-01-01 08:59:23,Library
U0787,2026-01-01 08:59:23,CS_Building
U0812,2026-01-01 08:59:46,Dorms
U0818,2026-01-01 08:59:57,Dorms
U0371,2026-01-01 09:00:10,Library
U0773,2026-01-01 09:00:10,Dorms
U0964,2026-01-01 09:00:11,Dorms
U0500,2026-01-01 09:00:14,Dorms
U0309,2026-01-01 09:00:16,Dorms
U0819,2026-01-01 09:00:17,Math_Building
U0260,2026-01-01 09:00:19,Dorms
U0252,2026-01-01 09:00:21,Cafeteria
U0010,2026-01-01 09:00:22,Cafeteria
U0983,2026-01-01 09:00:27,CS_Building
U0689,2026-01-01 09:00:31,Library
U0215,2026-01-01 09:00:34,Math_Building
U0535,2026-01-01 09:00:37,Cafeteria
U0024,2026-01-01 09:01:09,Dorms
U0921,2026-01-01 09:01:14,Library
U0829,2026-01-01 09:01:16,Dorms
U0285,2026-01-01 09:01:19,CS_Building
U0849,2026-01-01 09:01:51,Dorms
U0677,2026-01-01 09:01:55,CS_Building
U0223,2026-01-01 09:02:10,Cafeteria
U0390,2026-01-01 09:02:19,Cafeteria
U0963,2026-01-01 09:02:21,Dorms
U0610,2026-01-01 09:02:24,Cafeteria
U0607,2026-01-01 09:02:29,CS_Building
U0289,2026-01-01 09:02:33,Dorms
U0459,2026-01-01 09:02:36,Library
U0121,2026-01-01 09:02:49,Dorms
U0969,2026-01-01 09:02:53,Dorms
U0988,2026-01-01 09:02:55,Cafeteria
U0722,2026-01-01 09:03:06,Math_Building
U0638,2026-01-01 09:03:07,CS_Building
U0421,2026-01-01 09:03:09,Dorms
U0687,2026-01-01 09:03:09,Dorms
U0329,2026-01-01 09:03:13,Cafeteria
U0636,2026-01-01 09:03:15,Cafeteria
U0888,2026-01-01 09:03:18,Dorms
U0725,2026-01-01 09:03:21,Library
U0712,2026-01-01 09:03:33,CS_Building
U0745,2026-01-01 09:03:37,Dorms
U0644,2026-01-01 09:03:41,Dorms
U0753,2026-01-01 09:03:42,Cafeteria
U0072,2026-01-01 09:03:48,Dorms
U0502,2026-01-01 09:03:51,CS_Building
U0018,2026-01-01 09:03:59,Dorms
U0118,2026-01-01 09:04:01,Library
U0093,2026-01-01 09:04:44,Cafeteria
U0717,2026-01-01 09:04:50,Library
U0084,2026-01-01 09:04:51,Dorms
U0908,2026-01-01 09:04:54,CS_Building
U0077,2026-01-01 09:04:54,Dorms
U0529,2026-01-01 09:05:03,Cafeteria
U0674,2026-01-01 09:05:04,Cafeteria
U0987,2026-01-01 09:05:11,Dorms
U0731,2026-01-01 09:05:12,CS_Building
U0082,2026-01-01 09:05:14,Library
U0219,2026-01-01 09:05:16,Math_Building
U0306,2026-01-01 09:05:18,Dorms
U0857,2026-01-01 09:05:25,Dorms
U0866,2026-01-01 09:05:26,Math_Building
U0074,2026-01-01 09:05:36,Dorms
U0802,2026-01-01 09:05:37,Cafeteria
U0681,2026-01-01 09:05:45,Math_Building
U0956,2026-01-01 09:05:53,Dorms
U0751,2026-01-01 09:05:55,Dorms
U0641,2026-01-01 09:05:57,Library
U0000,2026-01-01 09:06:00,Dorms
U0096,2026-01-01 09:06:08,Math_Building
U0716,2026-01-01 09:06:08,Cafeteria
U0694,2026-01-01 09:06:11,CS_Building
U0004,2026-01-01 09:06:21,Library
U0377,2026-01-01 09:06:26,Cafeteria
U0335,2026-01-01 09:06:32,Dorms
U0582,2026-01-01 09:06:46,Math_Building
U0872,2026-01-01 09:06:56,Dorms
U0408,2026-01-01 09:07:12,Math_Building
U0025,2026-01-01 09:07:23,Cafeteria
U0462,2026-01-01 09:07:30,Library
U0240,2026-01-01 09:07:51,Library
U0086,2026-01-01 09:07:55,Dorms
U0620,2026-01-01 09:07:56,Dorms
U0747,2026-01-01 09:08:10,Dorms
U0880,2026-01-01 09:08:16,Dorms
U0182,2026-01-01 09:08:21,Dorms
U0574,2026-01-01 09:08:22,Dorms
U0383,2026-01-01 09:08:26,Dorms
U0275,2026-01-01 09:08:26,Dorms
U0926,2026-01-01 09:08:27,Dorms
U0164,2026-01-01 09:08:29,Cafeteria
U0389,2026-01-01 09:08:45,Dorms
U0276,2026-01-01 09:08:48,Dorms
U0159,2026-01-01 09:08:51,Cafeteria
U0326,2026-01-01 09:08:53,Cafeteria
U0679,2026-01-01 09:09:01,Dorms
U0531,2026-01-01 09:09:06,CS_Building
U0649,2026-01-01 09:09:09,Dorms
U0396,2026-01-01 09:09:11,Library
U0577,2026-01-01 09:09:19,Math_Building
U0552,2026-01-01 09:09:36,Dorms
U0175,2026-01-01 09:10:00,Cafeteria
U0274,2026-01-01 09:10:00,Library
U0696,2026-01-01 09:10:28,CS_Building
U0757,2026-01-01 09:10:37,CS_Building
U0166,2026-01-01 09:10:38,Library
U0539,2026-01-01 09:10:50,Library
U0160,2026-01-01 09:10:52,Cafeteria
U0873,2026-01-01 09:10:52,CS_Building
U0231,2026-01-01 09:10:56,Library
U0401,2026-01-01 09:11:02,Math_Building
U0430,2026-01-01 09:11:05,Cafeteria
U0769,2026-01-01 09:11:10,Dorms
U0454,2026-01-01 09:11:11,CS_Building
U0557,2026-01-01 09:11:12,Math_Building
U0812,2026-01-01 09:11:14,Cafeteria
U0922,2026-01-01 09:11:40,Cafeteria
U0695,2026-01-01 09:11:43,Cafeteria
U0819,2026-01-01 09:11:51,Student_Center
U0982,2026-01-01 09:12:01,Cafeteria
U0654,2026-01-01 09:12:19,Math_Building
U0478,2026-01-01 09:12:25,Cafeteria
U0607,2026-01-01 09:12:35,Library
U0028,2026-01-01 09:12:36,Dorms
U0837,2026-01-01 09:12:38,Cafeteria
U0272,2026-01-01 09:12:44,CS_Building
U0515,2026-01-01 09:12:49,CS_Building
U0533,2026-01-01 09:12:57,Dorms
U0479,2026-01-01 09:13:00,Cafeteria
U0014,2026-01-01 09:13:06,CS_Building
U0894,2026-01-01 09:13:07,Dorms
U0796,2026-01-01 09:13:16,Math_Building
U0858,2026-01-01 09:13:16,Math_Building
U0572,2026-01-01 09:13:17,Dorms
U0967,2026-01-01 09:13:22,Dorms
U0803,2026-01-01 09:13:23,Gym
U0876,2026-01-01 09:13:27,CS_Building
U0283,2026-01-01 09:13:27,Student_Center
U0465,2026-01-01 09:13:44,CS_Building
U0643,2026-01-01 09:13:45,Math_Building
U0509,2026-01-01 09:13:46,CS_Building
U0436,2026-01-01 09:13:54,Dorms
U0176,2026-01-01 09:13:56,Math_Building
U0939,2026-01-01 09:14:20,Library
U0453,2026-01-01 09:14:35,Cafeteria
U0829,2026-01-01 09:14:36,CS_Building
U0491,2026-01-01 09:14:41,Gym
U0918,2026-01-01 09:14:46,Gym
U0168,2026-01-01 09:14:46,Dorms
U0284,2026-01-01 09:14:49,Math_Building
U0301,2026-01-01 09:14:56,Dorms
U0904,2026-01-01 09:15:02,Dorms
U0849,2026-01-01 09:15:04,Math_Building
U0183,2026-01-01 09:15:24,Cafeteria
U0069,2026-01-01 09:15:29,Gym
U0424,2026-01-01 09:15:51,Cafeteria
U0715,2026-01-01 09:15:54,Cafeteria
U0996,2026-01-01 09:15:58,Dorms
U0380,2026-01-01 09:16:00,CS_Building
U0604,2026-01-01 09:16:13,Student_Center
U0842,2026-01-01 09:16:20,Dorms
U0723,2026-01-01 09:16:27,Dorms
U0096,2026-01-01 09:16:33,Dorms
U0434,2026-01-01 09:16:52,Gym
U0594,2026-01-01 09:16:53,Cafeteria
U0830,2026-01-01 09:17:00,Dorms
U0349,2026-01-01 09:17:06,Dorms
U0416,2026-01-01 09:17:06,Dorms
U0264,2026-01-01 09:17:13,Library
U0576,2026-01-01 09:17:21,Math_Building
U0774,2026-01-01 09:17:29,Student_Center
U0338,2026-01-01 09:17:30,Dorms
U0111,2026-01-01 09:17:43,Cafeteria
U0315,2026-01-01 09:17:45,Student_Center
U0541,2026-01-01 09:17:46,Dorms
U0611,2026-01-01 09:17:49,Cafeteria
U0917,2026-01-01 09:18:09,Student_Center
U0173,2026-01-01 09:18:10,Dorms
U0010,2026-01-01 09:18:16,Student_Center
U0966,2026-01-01 09:18:21,Cafeteria
U0799,2026-01-01 09:18:22,Library
U0212,2026-01-01 09:18:23,Dorms
U0636,2026-01-01 09:18:24,CS_Building
U0216,2026-01-01 09:18:24,Dorms
U0712,2026-01-01 09:18:29,Library
U0172,2026-01-01 09:18:31,Library
U0673,2026-01-01 09:18:32,Dorms
U0527,2026-01-01 09:18:38,Student_Center
U0587,2026-01-01 09:18:39,Math_Building
U0883,2026-01-01 09:18:40,Math_Building
U0483,2026-01-01 09:18:45,Dorms
U0866,2026-01-01 09:18:46,Dorms
U0551,2026-01-01 09:18:48,Dorms
U0472,2026-01-01 09:18:54,Math_Building
U0568,2026-01-01 09:19:00,Dorms
U0228,2026-01-01 09:19:06,CS_Building
U0598,2026-01-01 09:19:17,CS_Building
U0251,2026-01-01 09:19:19,Cafeteria
U0035,2026-01-01 09:19:21,Math_Building
U0387,2026-01-01 09:19:24,Library
U0138,2026-01-01 09:19:27,Dorms
U0414,2026-01-01 09:19:40,Cafeteria
U0139,2026-01-01 09:19:47,Dorms
U0532,2026-01-01 09:19:48,Student_Center
U0191,2026-01-01 09:19:59,Library
U0057,2026-01-01 09:20:12,CS_Building
U0680,2026-01-01 09:20:16,Dorms
U0467,2026-01-01 09:20:23,Library
U0196,2026-01-01 09:20:26,Dorms
U0689,2026-01-01 09:20:27,Dorms
U0687,2026-01-01 09:20:41,Math_Building
U0929,2026-01-01 09:20:42,Cafeteria
U0805,2026-01-01 09:20:51,Dorms
U0874,2026-01-01 09:20:51,Cafeteria
U0801,2026-01-01 09:21:23,Cafeteria
U0008,2026-01-01 09:21:28,Cafeteria
U0118,2026-01-01 09:21:30,Cafeteria
U0174,2026-01-01 09:21:34,Dorms
U0961,2026-01-01 09:21:39,CS_Building
U0529,2026-01-01 09:21:40,Library
U0786,2026-01-01 09:21:45,Cafeteria
U0653,2026-01-01 09:21:47,Cafeteria
U0351,2026-01-01 09:21:51,Dorms
U0691,2026-01-01 09:21:53,Dorms
U0903,2026-01-01 09:21:55,Dorms
U0145,2026-01-01 09:21:59,Math_Building
U0289,2026-01-01 09:22:00,Math_Building
U0088,2026-01-01 09:22:04,Dorms
U0496,2026-01-01 09:22:13,Cafeteria
U0500,2026-01-01 09:22:24,Math_Building
U0555,2026-01-01 09:22:27,Dorms
U0768,2026-01-01 09:22:29,Library
U0094,2026-01-01 09:22:30,Math_Building
U0050,2026-01-01 09:22:31,Gym
U0954,2026-01-01 09:22:32,Math_Building
U0678,2026-01-01 09:22:37,Dorms
U0059,2026-01-01 09:22:37,Math_Building
U0637,2026-01-01 09:22:49,CS_Building
U0816,2026-01-01 09:22:51,Cafeteria
U0231,2026-01-01 09:22:54,Cafeteria
U0528,2026-01-01 09:22:56,Dorms
U0871,2026-01-01 09:23:08,Cafeteria
U0991,2026-01-01 09:23:08,Student_Center
U0377,2026-01-01 09:23:08,CS_Building
U0733,2026-01-01 09:23:10,Dorms
U0725,2026-01-01 09:23:21,Student_Center
U0178,2026-01-01 09:23:36,CS_Building
U0072,2026-01-01 09:23:38,Cafeteria
U0923,2026-01-01 09:23:50,Dorms
U0597,2026-01-01 09:24:03,Dorms
U0644,2026-01-01 09:24:04,Math_Building
U0077,2026-01-01 09:24:28,CS_Building
U0531,2026-01-01 09:24:29,Library
U0309,2026-01-01 09:24:38,Cafeteria
U0921,2026-01-01 09:24:39,Dorms
U0894,2026-01-01 09:24:39,CS_Building
U0762,2026-01-01 09:24:40,Dorms
U0608,2026-01-01 09:24:44,Cafeteria
U0858,2026-01-01 09:24:46,Library
U0977,2026-01-01 09:24:48,Cafeteria
U0630,2026-01-01 09:24:57,CS_Building
U0634,2026-01-01 09:24:58,Dorms
U0260,2026-01-01 09:25:00,Math_Building
U0265,2026-01-01 09:25:20,Dorms
U0633,2026-01-01 09:25:30,CS_Building
U0800,2026-01-01 09:25:34,Dorms
U0948,2026-01-01 09:25:45,Dorms
U0132,2026-01-01 09:25:47,CS_Building
U0497,2026-01-01 09:25:49,Dorms
U0783,2026-01-01 09:25:50,Gym
U0651,2026-01-01 09:25:57,Dorms
U0690,2026-01-01 09:25:58,Math_Building
U0001,2026-01-01 09:26:12,Cafeteria
U0430,2026-01-01 09:26:12,Math_Building
U0255,2026-01-01 09:26:19,Math_Building
U0889,2026-01-01 09:26:20,Gym
U0314,2026-01-01 09:26:25,Cafeteria
U0682,2026-01-01 09:26:40,CS_Building
U0170,2026-01-01 09:26:40,Math_Building
U0539,2026-01-01 09:26:41,Dorms
U0353,2026-01-01 09:26:59,Dorms
U0307,2026-01-01 09:27:04,Math_Building
U0776,2026-01-01 09:27:06,Dorms
U0000,2026-01-01 09:27:10,Cafeteria
U0794,2026-01-01 09:27:12,Dorms
U0833,2026-01-01 09:27:13,Math_Building
U0300,2026-01-01 09:27:14,Student_Center
U0036,2026-01-01 09:27:15,Dorms
U0479,2026-01-01 09:27:16,Library
U0030,2026-01-01 09:27:17,Cafeteria
U0499,2026-01-01 09:27:20,Math_Building
U0337,2026-01-01 09:27:22,Dorms
U0694,2026-01-01 09:27:23,Student_Center
U0596,2026-01-01 09:27:25,Cafeteria
U0640,2026-01-01 09:27:31,Library
U0460,2026-01-01 09:27:40,Student_Center
U0301,2026-01-01 09:27:40,Cafeteria
U0880,2026-01-01 09:27:42,Cafeteria
U0236,2026-01-01 09:27:43,Math_Building
U0884,2026-01-01 09:27:49,Cafeteria
U0111,2026-01-01 09:28:03,Library
U0554,2026-01-01 09:28:16,Cafeteria
